1.1,0,0.066,0,0,0,-0.35,-0.5,0,2,-0.4,-1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.11711,-0.000719529,0.0651867,7.3948e-17,0.000102462,-1.30682e-16,-0.35,-0.5,0,2,-0.4,-1.4,0,0.567852,-0.0256511,0.0399114,1.22641e-14,0.00325025,-2.22844e-14,0,0,0,0,0,0,0,
1.15818,-0.00258818,0.0650526,3.34946e-16,0.0002101,-1.01737e-15,-0.35,-0.5,0,2,-0.4,-1.4,0,0.895648,-0.0459306,0.153322,9.71363e-15,0.000430756,-3.5959e-14,0,0,0,0,0,0,0,
1.21112,-0.00528408,0.06633,6.54308e-16,0.00024874,-2.69226e-15,-0.35,-0.5,0,2,-0.4,-1.4,0,1.11245,-0.0595218,0.0178688,1.18808e-15,0.00128586,-3.11017e-14,0,0,0,0,0,0,0,
1.26778,-0.0085088,0.0652069,9.33065e-16,0.000247604,-5.03922e-15,-0.35,-0.5,0,2,-0.4,-1.4,0,1.1483,-0.0679443,-0.0902273,8.41334e-15,-0.000895106,-5.72954e-14,0,0,0,0,0,0,0,
1.32036,-0.0120598,0.0646432,1.38991e-15,0.00024928,-8.46e-15,-0.35,-0.5,0,2,-0.4,-1.4,0,0.926956,-0.0731843,0.123946,9.89317e-15,-0.00120394,-8.46097e-14,0,0,0,0,0,0,0,
1.36444,-0.0158203,0.0666101,1.79052e-15,0.000186745,-1.26999e-14,-0.35,-0.5,0,2,-0.4,-1.4,0,0.915037,-0.076681,-0.181394,8.0222e-15,-0.0012507,-8.48382e-14,0,0,0,0,0,0,0,
1.40119,-0.0197253,0.0651267,1.9512e-15,0.000128504,-1.80337e-14,-0.35,-0.5,0,2,-0.4,-1.4,0,0.692439,-0.0791582,-0.121101,1.11289e-15,-0.00122119,-1.12234e-13,0,0,0,0,0,0,0,
1.42757,-0.0237386,0.0642486,1.95332e-15,0.000128322,-2.26456e-14,-0.35,-0.5,0,2,-0.4,-1.4,0,0.416932,-0.0811171,0.0160862,4.82268e-15,3.22466e-06,-1.30191e-13,0,0,0,0,0,0,0,
1.44263,-0.0278425,0.0648817,2.41297e-15,-0.00191563,-2.90998e-14,-0.35,-0.5,0,2,-0.4,-1.4,0,0.202375,-0.0828496,0.0165971,7.75743e-15,-0.404462,-1.29839e-13,0,0,0,0,0,0,0,
1.44801,-0.0313293,0.0646564,0.000141945,-0.000805014,-0.000334273,-0.35,-0.5,0,2,-0.4,-1.4,0,0.0375088,-0.0367046,0.00703516,0.00163764,-0.0386503,-0.00675864,0,0,0,0,0,0,0,
1.44837,-0.0316661,0.0646407,8.68283e-05,0.000660456,-0.000722876,-0.35,-0.5,0,2,-0.4,-1.4,0,-0.000559123,2.811e-05,0.00439331,-0.00275099,-0.019749,-9.91839e-05,0,0,0,0,0,0,0,
1.44836,-0.0316643,0.064751,1.96155e-05,0.000150323,-0.000723331,-0.35,-0.5,0,2,-0.4,-1.4,0,-1.61929e-05,1.36566e-05,0.00103331,-0.000621584,-0.00480867,1.06313e-07,0,0,0,0,0,0,0,
1.44836,-0.0316642,0.0647758,4.72382e-06,3.49576e-05,-0.00072333,-0.35,-0.5,0,2,-0.4,-1.4,0,0.00013493,-5.90041e-06,0.000230656,-0.000138471,-0.00107373,1.58144e-08,0,0,0,0,0,0,0,
1.44837,-0.0316647,0.0647813,1.39394e-06,9.12711e-06,-0.00072333,-0.35,-0.5,0,2,-0.4,-1.4,0,0.000168546,-1.02569e-05,5.16844e-05,-3.10472e-05,-0.000240954,2.45041e-09,0,0,0,0,0,0,0,
1.44838,-0.0316652,0.0647826,6.46844e-07,3.32701e-06,-0.00072333,-0.35,-0.5,0,2,-0.4,-1.4,0,0.000176071,-1.12323e-05,1.15904e-05,-6.96949e-06,-5.41306e-05,5.54395e-10,0,0,0,0,0,0,0,
1.44839,-0.0316658,0.0647828,4.79098e-07,2.02379e-06,-0.00072333,-0.35,-0.5,0,2,-0.4,-1.4,0,0.000177749,-1.14504e-05,2.59961e-06,-1.56534e-06,-1.21649e-05,1.84861e-10,0,0,0,0,0,0,0,
1.4484,-0.0316664,0.0647829,4.47581e-07,1.77884e-06,-0.00072333,-0.35,-0.5,0,2,-0.4,-1.4,0,0.000178093,-1.14959e-05,5.83089e-07,-4.20976e-07,-3.27193e-06,1.09118e-10,0,0,0,0,0,0,0,
1.44841,-0.0316669,0.0647829,4.47581e-07,1.77884e-06,-0.00072333,-0.35,-0.5,0,2,-0.4,-1.4,0,0.000178082,-1.14956e-05,1.3079e-07,-4.06249e-07,-3.15459e-06,1.08023e-10,0,0,0,0,0,0,0,
