1.071950000000000003e+01,9.802880000000000482e-01,5.943439999999999834e+00,4.776030000000000442e+00,7.861159999999999926e+00,9.815540000000000376e-01,3.670630000000000059e+00,4.190529999999999866e+00,8.111129999999999285e+00,9.641009999999999858e-01,1.082230000000000025e+00,7.028900000000000148e+00,7.125880000000000436e+00,9.751800000000000468e-01,2.296050000000000146e+00,4.829830000000000290e+00,1.231380000000000052e+01,9.790959999999999663e-01,4.319569999999999688e+00,7.994279999999999831e+00,1.377909999999999968e+01,9.731579999999999675e-01,5.814770000000000216e+00,7.964360000000000106e+00
8.410560000000000258e+00,9.947070000000000078e-01,4.464419999999999611e+00,3.946140000000000203e+00,4.598559999999999981e+00,9.933530000000000415e-01,1.674560000000000048e+00,2.923999999999999932e+00,8.744999999999999218e+00,9.673209999999999864e-01,8.044970000000000176e-01,7.940500000000000114e+00,4.453929999999999723e+00,9.935990000000000100e-01,9.905559999999999921e-01,3.463369999999999838e+00,7.263939999999999841e+00,9.936530000000000085e-01,2.595029999999999948e+00,4.668919999999999959e+00,1.052250000000000085e+01,9.927380000000000093e-01,4.221059999999999590e+00,6.301479999999999748e+00
1.362519999999999953e+01,9.959130000000000482e-01,6.044369999999999798e+00,7.580849999999999866e+00,4.413949999999999818e+00,9.952800000000000535e-01,1.829669999999999908e+00,2.584280000000000133e+00,6.595119999999999649e+00,9.760429999999999939e-01,6.068630000000000413e-01,5.988260000000000360e+00,5.599020000000000330e+00,9.938789999999999569e-01,1.768990000000000062e+00,3.830029999999999824e+00,5.614799999999999791e+00,9.943300000000000471e-01,1.763749999999999929e+00,3.851049999999999862e+00,2.746840000000000170e+00,9.564449999999999896e-01,1.261069999999999913e+00,1.485770000000000035e+00
6.961850000000000094e+00,9.838820000000000343e-01,3.747679999999999900e+00,3.214170000000000194e+00,4.761219999999999786e+00,9.827399999999999469e-01,2.109980000000000189e+00,2.651240000000000041e+00,1.008109999999999928e+01,9.789889999999999981e-01,1.987579999999999902e+00,8.093489999999999185e+00,6.160339999999999705e+00,9.777329999999999632e-01,1.920800000000000063e+00,4.239539999999999864e+00,5.934750000000000192e+00,9.971529999999999561e-01,1.526329999999999965e+00,4.408409999999999940e+00,7.179630000000000400e+00,9.807160000000000322e-01,2.855999999999999872e+00,4.323629999999999640e+00
9.034959999999999880e+00,9.857740000000000391e-01,5.073100000000000165e+00,3.961860000000000159e+00,8.490449999999999164e+00,9.851010000000000044e-01,3.759630000000000027e+00,4.730819999999999581e+00,7.538520000000000110e+00,9.691020000000000190e-01,1.165580000000000060e+00,6.372939999999999827e+00,8.441459999999999297e+00,9.797860000000000458e-01,2.607979999999999965e+00,5.833470000000000155e+00,1.222560000000000002e+01,9.863410000000000233e-01,4.393979999999999997e+00,7.831579999999999764e+00,1.558649999999999913e+01,9.676470000000000349e-01,5.043529999999999625e+00,1.054299999999999926e+01
1.321380000000000088e+01,9.926199999999999468e-01,7.827149999999999608e+00,5.386639999999999873e+00,7.967649999999999899e+00,9.926430000000000531e-01,3.519099999999999895e+00,4.448559999999999626e+00,6.523039999999999949e+00,8.213920000000000110e-01,7.799610000000000154e-01,5.743079999999999963e+00,7.280090000000000394e+00,9.912379999999999525e-01,2.070850000000000080e+00,5.209229999999999805e+00,1.695520000000000138e+01,9.640900000000000025e-01,2.848520000000000163e+00,1.410670000000000002e+01,1.110130000000000017e+01,8.062599999999999767e-01,3.947000000000000064e+00,7.154279999999999973e+00
6.527779999999999916e+00,9.830109999999999681e-01,3.364189999999999792e+00,3.163590000000000124e+00,6.062450000000000117e+00,9.822300000000000475e-01,2.658830000000000027e+00,3.403620000000000090e+00,6.560089999999999755e+00,9.113219999999999654e-01,1.045860000000000012e+00,5.514230000000000409e+00,6.707729999999999748e+00,9.539210000000000189e-01,1.328969999999999985e+00,5.378759999999999764e+00,1.074559999999999960e+01,9.854039999999999466e-01,3.970880000000000187e+00,6.774680000000000035e+00,1.012410000000000032e+01,9.788320000000000354e-01,3.506380000000000052e+00,6.617770000000000152e+00
8.300449999999999662e+00,9.910799999999999610e-01,4.806110000000000326e+00,3.494330000000000158e+00,8.768380000000000507e+00,9.904249999999999998e-01,4.068190000000000417e+00,4.700190000000000090e+00,7.644599999999999618e+00,8.053320000000000478e-01,5.947130000000000472e-01,7.049890000000000434e+00,8.235229999999999606e+00,9.887139999999999818e-01,2.104999999999999982e+00,6.130230000000000068e+00,9.969049999999999301e+00,9.888540000000000108e-01,3.067060000000000120e+00,6.901989999999999625e+00,3.909079999999999888e+00,9.812779999999999836e-01,1.157999999999999918e+00,2.751069999999999904e+00
1.774159999999999826e+01,9.942229999999999679e-01,1.070730000000000004e+01,7.034229999999999983e+00,5.072160000000000224e+00,9.917010000000000547e-01,1.885880000000000001e+00,3.186280000000000001e+00,1.029180000000000028e+01,8.766030000000000211e-01,7.533109999999999529e-01,9.538460000000000605e+00,7.565949999999999953e+00,9.909400000000000430e-01,2.346150000000000180e+00,5.219800000000000217e+00,1.805460000000000065e+01,9.625839999999999952e-01,4.274770000000000181e+00,1.377989999999999959e+01,1.235609999999999964e+01,9.847529999999999895e-01,4.044500000000000206e+00,8.311550000000000438e+00
1.167070000000000007e+01,9.876989999999999936e-01,6.237800000000000011e+00,5.432920000000000194e+00,3.416240000000000165e+00,9.603709999999999747e-01,1.139499999999999957e+00,2.276740000000000208e+00,6.374380000000000379e+00,9.517379999999999729e-01,1.165689999999999893e+00,5.208689999999999820e+00,8.478180000000000049e+00,9.805230000000000334e-01,2.965650000000000119e+00,5.512529999999999930e+00,5.201529999999999987e+00,9.797150000000000025e-01,1.471149999999999958e+00,3.730379999999999807e+00,1.262429999999999986e+01,9.787660000000000249e-01,5.115929999999999644e+00,7.508390000000000342e+00
7.913050000000000139e+00,9.951889999999999903e-01,4.389969999999999928e+00,3.523070000000000146e+00,6.365140000000000242e+00,9.946040000000000436e-01,2.846350000000000158e+00,3.518800000000000150e+00,9.491139999999999688e+00,9.680800000000000516e-01,6.431249999999999467e-01,8.848010000000000375e+00,5.256300000000000416e+00,9.942459999999999631e-01,1.699869999999999992e+00,3.556439999999999824e+00,4.339959999999999596e+00,9.942710000000000159e-01,1.515810000000000102e+00,2.824149999999999938e+00,6.078350000000000364e+00,9.897669999999999524e-01,1.783740000000000103e+00,4.294599999999999973e+00
5.287370000000000125e+00,9.737219999999999764e-01,2.510720000000000063e+00,2.776650000000000063e+00,5.898060000000000080e+00,9.818080000000000140e-01,2.557380000000000209e+00,3.340669999999999806e+00,7.743999999999999773e+00,9.735239999999999450e-01,1.419759999999999911e+00,6.324239999999999640e+00,6.404790000000000205e+00,9.832020000000000204e-01,1.973130000000000051e+00,4.431659999999999933e+00,1.375089999999999968e+01,9.841320000000000068e-01,4.245650000000000368e+00,9.505229999999999180e+00,1.266179999999999950e+01,9.809780000000000166e-01,4.424800000000000288e+00,8.237040000000000362e+00
6.830639999999999823e+00,9.804709999999999814e-01,3.364009999999999945e+00,3.466639999999999944e+00,7.083070000000000199e+00,9.833309999999999551e-01,3.242560000000000109e+00,3.840510000000000090e+00,1.069780000000000086e+01,9.730349999999999833e-01,1.246240000000000014e+00,9.451520000000000366e+00,1.318360000000000021e+01,9.813939999999999886e-01,5.029799999999999827e+00,8.153750000000000497e+00,7.598180000000000156e+00,9.802140000000000297e-01,2.159619999999999873e+00,5.438559999999999839e+00,3.969240000000000101e+00,9.647139999999999604e-01,1.329150000000000054e+00,2.640089999999999826e+00
9.522640000000000882e+00,9.955049999999999732e-01,5.633899999999999686e+00,3.888739999999999863e+00,6.750880000000000436e+00,9.914420000000000455e-01,2.875469999999999970e+00,3.875410000000000021e+00,4.018200000000000216e+00,8.360039999999999694e-01,4.745460000000000234e-01,3.543660000000000032e+00,5.794889999999999652e+00,9.858350000000000168e-01,1.231319999999999970e+00,4.563570000000000348e+00,8.122709999999999653e+00,9.907120000000000370e-01,2.531810000000000116e+00,5.590900000000000425e+00,1.243820000000000014e+01,9.856160000000000476e-01,4.641259999999999941e+00,7.796960000000000335e+00
1.550740000000000052e+01,9.820790000000000353e-01,8.921020000000000394e+00,6.586339999999999861e+00,6.001710000000000100e+00,9.776240000000000485e-01,2.598710000000000075e+00,3.403000000000000025e+00,7.301750000000000185e+00,9.702319999999999833e-01,9.737000000000000099e-01,6.328050000000000175e+00,7.533310000000000173e+00,9.773140000000000160e-01,2.847910000000000164e+00,4.685389999999999944e+00,6.615669999999999717e+00,9.731400000000000050e-01,2.188699999999999868e+00,4.426969999999999850e+00,7.253840000000000288e+00,9.801060000000000327e-01,1.971419999999999950e+00,5.282420000000000115e+00
